id,title,subtitle,publication date,genres,naver rating,imdb rating,vote_count,critic_rating,director,actor,review
27205,인셉션,Inception,2010,액션 스릴러 SF 미스터리 어드벤쳐,9.23,8.1,14075,4,크리스토퍼놀란,레오나르도디카프리오 와타나베켄 조셉고든레빗 마리옹꼬띠아르 엘리엇페이지 톰하디, 플롯을 루빅스 큐브처럼 자유자재로 갖고 논다.
155,다크 나이트,The Dark Knight,2008,드라마 액션 범죄 스릴러,9.33,8.3,12269,5,크리스토퍼놀란,크리스찬베일 히스레저 아론에크하트, 내러티브와 스타일을 완벽히 장악한 자의 눈부신 활
19995,아바타,Avatar,2009,액션 어드벤쳐 판타지 SF,9.07,7.2,12114,4.5,제임스카메론,샘워싱턴 조샐다나 시고니위버 스티븐랭, 블록버스터 역사의 새 이정표 (아브라카다바타!).
24428,어벤져스,The Avengers,2012,SF 액션 어드벤쳐,8.8,7.4,12000,4,조스웨던,로버트다우니주니어 스칼릿조핸슨 크리스헴스워스 크리스에반스 마크러팔로 제레미레너 사무엘l잭슨 톰히들스턴, 무엇보다 탁월한 캐릭터 코미디.
293660,데드풀,Deadpool,2016,액션 어드벤쳐 코미디,8.2,7.4,11444,3.5,팀밀러,라이언레이놀즈, 구강 액션의 진경.
157336,인터스텔라,Interstellar,2014,어드벤쳐 드라마 SF,9.1,8.1,11187,4,크리스토퍼놀란,매튜맥커너히 앤해서웨이 마이클케인 제시카차스테인, SF를 향한 놀런의 웅대한 꿈. 그 한가운데 자리한 가족영화의 간절한 순간.
550,파이트 클럽,Fight Club,1999,드라마,8.79,8.3,9678,4.5,데이빗핀처,브래드피트 에드워드노튼 헬레나본햄카터,현대문명의 허상을 조롱하는 통렬한 블랙코미디.
603,매트릭스,The Matrix,1999,액션 SF,9.4,7.9,9079,5,릴리워쇼스키 라나워쇼스키,키아누리브스 로렌스피시번,"현대의 창의성은 무에서 유를 창조하는 것이 아니라, 비범하게 선택해서 독창적으로 배열하는 능력."
1726,아이언맨,Iron Man,2008,액션 SF 어드벤쳐,8.92,7.4,8951,3.5,존파브로,로버트다우니주니어 테렌스하워드 제프브리지스 기네스팰트로, 2008년 여름 블럭버스터 1번 타자의 깔끔한 1루타.
68721,아이언맨 3,Iron Man 3,2013,액션 어드벤쳐 SF,8.86,6.8,8951,3.5,셰인블랙,로버트다우니주니어 기네스팰트로 벤킹슬리 돈치들 가이피어스 레베카홀, 볼거리든 메시지든 명확히 핵심을 담아낼 줄 안다.
135397,쥬라기 월드,Jurassic World,2015,액션 어드벤쳐 SF 스릴러,7.88,6.5,8842,3,콜린트레보로우,크리스프랫 브라이스달라스하워드 빈센트도노프리오 타이심킨스 닉로빈슨, 그저 시리즈 1편만 하염없이 바라본다.
680,펄프 픽션,Pulp Fiction,1994,스릴러 범죄,8.78,8.3,8670,4.5,쿠엔틴타란티노,존트라볼타 사무엘L.잭슨 우마서먼 하비케이틀 팀로스 아만다플러머 마리아드메데이로스 빙라메스 에릭스톨츠 로잔나아퀘트 크리스토퍼월켄 브루스윌리스,
278,쇼생크 탈출,The Shawshank Redemption,1994,드라마 범죄,9.46,8.5,8358,4,프랭크다라본트,팀로빈스 모건프리먼,
13,포레스트 검프,Forrest Gump,1994,코미디 드라마 로맨스,9.42,8.2,8147,3.5,로버트저메키스,톰행크스,
597,타이타닉,Titanic,1997,드라마 로맨스 스릴러,9.41,7.5,7770,4.5,제임스카메론,레오나르도디카프리오 케이트윈슬렛,
297761,수어사이드 스쿼드,Suicide Squad,2016,액션 어드벤쳐 범죄 판타지 SF,6.97,5.9,7717,1.5,데이비드에이어,마고로비 윌스미스 자레드레토 카라델레바인 제이코트니, 손안에 쥔 것의 진짜 매력을 모르는 듯한 제작진. 쿨하고 도발적이어야 할 영화를 칙칙하고 엉뚱하게 끌고 간다.
272,배트맨 비긴즈,Batman Begins,2005,액션 범죄 드라마,8.94,7.5,7511,3.5,크리스토퍼놀란,크리스찬베일 마이클케인 리암니슨 케이티홈즈 게리올드만 킬리언머피 톰윌킨슨 룻거하우어 와타나베켄 마크분주니어 라이너스로체 모건프리먼,
286217,마션,The Martian,2015,드라마 어드벤쳐 SF,8.42,7.6,7442,4,리들리스콧,크리스틴위그 제시카차스테인 맷데이먼 케이트마라 제프다니엘스 세바스찬스탠, 하나를 위한 전체. 세상에서 가장 낙천적인 (SF)재난영화.
1771,퍼스트 어벤져,Captain America: The First Avenger,2011,액션 어드벤쳐 SF,7.77,6.6,7174,3,조존스톤,크리스에반스 토미리존스 휴고위빙 헤일리앳웰,
150540,인사이드 아웃,Inside Out,2015,드라마 코미디 애니메이션 가족,9.07,7.9,6737,4,피트닥터,에이미포엘러 필리스스미스 민디캘링 빌헤이더 루이스블랙 케이틀린디아스 카일맥라클란 다이안레인, 나는 이제 너에게도 슬픔을 주겠다. 사랑보다 소중한 슬픔을 주겠다. (정호승의 시 '슬픔이 기쁨에게')
1930,어메이징 스파이더맨,The Amazing Spider-Man,2012,액션 어드벤쳐 판타지,7.74,6.5,6734,3,마크웹,앤드류가필드 엠마스톤 리스이판 마틴쉰 샐리필드, 스파이더맨 2 > 스파이더맨1 >>> 어메이징 스파이더맨 >> 스파이더맨3.
16869,바스터즈: 거친 녀석들,Inglourious Basterds,2009,드라마 액션 스릴러 전쟁,8.4,7.9,6598,5,쿠엔틴타란티노,브래드피트 멜라니로랑 크리스토프왈츠 일라이로스 마이클패스벤더 다이앤크루거 다니엘브륄 틸슈바이거,(거의) 모든 면에서 예측 불가능한 특급 오락.
20352,슈퍼배드,Despicable Me,2010,애니메이션 가족,9,7.1,6595,3.5,피에르꼬팽 크리스리노드,스티브카렐 태연 서현 미란다코스그로브 다나가이어, 픽사의 세컨드 유닛이 만든 것 같은 퀄리티.
11324,셔터 아일랜드,Shutter Island,2010,드라마 스릴러 미스터리,8.35,7.8,6559,3.5,마틴스코세이지,레오나르도디카프리오 마크러팔로,
18785,더 행오버,The Hangover,2009,코미디,8.38,7.2,6324,3.5,토드필립스,브래들리쿠퍼 에드헬름스 자흐갈리피아나키스 헤더그레이엄 마이크엡스 저스틴바사 제프리탬버,"기발한 전개, 아슬아슬한 웃음."
263115,로건,Logan,2017,액션 드라마 SF,9.07,7.6,6310,4,제임스맨골드,휴잭맨," '울버린' 시리즈 전체에 대한 느낌까지 완전히 바꿔버린 장중하고 멋진 마무리. (진작에, 쫌!)"
12,니모를 찾아서 3D,Finding Nemo,2003,애니메이션 가족,9.23,7.6,6292,,앤드류스탠튼,앨버트브룩스 엘런드제너러스 알렉산더굴드 윌렘대포 브래드거렛 앨리슨제니 오스틴펜들튼,
585,몬스터 주식회사 3D,"Monsters, Inc.",2001,애니메이션 코미디 가족,9.31,7.5,6150,3.5,피트닥터 데이빗실버맨 리언크리치,존굿맨 빌리크리스탈 메리깁스 스티브부세미 제임스코번 제니퍼틸리,
102899,앤트맨,Ant-Man,2015,SF 액션 어드벤쳐,8.62,7,6029,3,페이튼리드,폴러드 마이클더글라스 에반젤린릴리 코리스톨,
210577,나를 찾아줘,Gone Girl,2014,미스터리 스릴러 드라마,8.3,7.9,6023,4,데이빗핀처,벤애플렉 로자먼드파이크, 흥미로운 이야기를 더욱 팽팽하게 잡아당기는 데이빗 핀처의 장력.
205596,이미테이션 게임,The Imitation Game,2014,역사 드라마 스릴러 전쟁,8.8,8,5895,3.5,모튼틸덤,베네딕트컴버배치 키이라나이틀리 매튜구드, 천재 신화를 완성하는 것은 세상과의 불화라는 비극성.
10528,셜록 홈즈,Sherlock Holmes,2009,액션 어드벤쳐 범죄 미스터리,8.19,7,5883,2.5,가이리치,로버트다우니주니어 주드로 레이첼맥아담스 마크스트롱, 액션영웅 홈즈가 세계정복하려는 악당과 싸운다고라고라?
284052,닥터 스트레인지,Doctor Strange,2016,액션 어드벤쳐 판타지 SF,8.71,7.1,5880,4,스콧데릭슨,베네딕트컴버배치 틸다스윈튼 치웨텔에지오포 레이첼맥아담스 매즈미켈슨, 역동적이고 창의적인 시각 디자인.
49047,그래비티,Gravity,2013,SF 스릴러 드라마,8.28,7.3,5879,5,알폰소쿠아론,산드라블록 조지클루니, 어떤 영화는 관람이 아니라 체험된다. 경이롭다.근원적노스탤지어.
329865,컨택트,Arrival,2016,스릴러 드라마 SF 미스터리,8.23,7.2,5729,4.5,드니빌뇌브,에이미아담스 제레미레너 포레스트휘태커, 한번도 들어본 적 없는 이야기. 지적인 긴장감으로 내내 팽팽하다.
259316,신비한 동물사전,Fantastic Beasts and Where to Find Them,2016,어드벤쳐 가족 판타지,8.18,7.2,5612,3.5,데이빗예이츠,에디레드메인 캐서린워터스턴 콜린파렐 앨리슨수돌, 선하고 온화하며 안정적인 초석을 새 시리즈에 놓았다.
98,글래디에이터,Gladiator,2000,액션 드라마 어드벤쳐,9.39,7.9,5566,3.5,리들리스콧,러셀크로우 호아킨피닉스 코니닐슨 올리버리드 리처드해리스,
198663,메이즈 러너,The Maze Runner,2014,액션 미스터리 SF 스릴러,8.29,7,5540,3,웨스볼,윌폴터 토마스생스터 딜런오브라이언 카야스코델라리오 이기홍,
321612,미녀와 야수,Beauty and the Beast,2017,가족 판타지 로맨스,8.78,6.8,5530,2.5,빌콘돈,엠마왓슨 댄스티븐스 루크에반스, 우아하고 유려하며 맥빠진다.
8587,라이온 킹,The Lion King,1994,가족 애니메이션 드라마,9.29,8,5520,3.5,로저알러스 롭민코프,조나단테일러토마스 매튜브로데릭 제임스얼존스 제레미아이언스 모이라켈리 니케타캘레임,
109445,겨울왕국,Frozen,2013,애니메이션 어드벤쳐 가족,9.12,7.3,5440,3.5,크리스벅 제니퍼리,크리스틴벨 이디나멘젤, 중독적인 노래들과 낭만적인 겨울풍광의 위력.
862,토이 스토리,Toy Story,1995,애니메이션 코미디 가족,9.32,7.7,5415,4.5,존라세터,톰행크스 팀알렌,
557,스파이더맨,Spider-Man,2002,판타지 액션,8.89,6.8,5398,4,샘레이미,토비맥과이어 윌렘대포 커스틴던스트 제임스프랭코 클리프로버트슨 로즈마리해리스 jk시몬스,
9806,인크레더블,The Incredibles,2004,액션 어드벤쳐 애니메이션 가족,9.25,7.4,5290,4,브래드버드,크레이그t넬슨 홀리헌터,
70981,프로메테우스,Prometheus,2012,SF 어드벤쳐 미스터리,7.74,6.3,5152,3,리들리스콧,누미라파스 마이클패스벤더 샤를리즈테론 가이피어스, 리들리 스콧이 보여주는 놀라운 '돈의 맛'(을 빼면 평범한 우주괴담).
857,라이언 일병 구하기,Saving Private Ryan,1998,드라마 역사 전쟁,9.43,7.9,5148,4.5,스티븐스필버그,톰행크스 에드워드번즈 톰시즈모어 제레미데이비스 빈디젤 아담골드버그 배리페퍼 지오바니리비시 맷데이먼 데니스파리나 테드댄슨,그 후에 나온 수많은 전쟁영화들의 컴플렉스.
24,킬 빌 - 1부,Kill Bill: Vol. 1,2003,액션 범죄,8.3,7.7,5091,4.5,쿠엔틴타란티노,우마서먼, 취향 자체가 최고의 무기가 된 사례.
297762,원더 우먼,Wonder Woman,2017,액션 어드벤쳐 판타지,7.69,7.2,5025,3.5,패티젠킨스,갤가돗 크리스파인, 캐릭터의 매력이 잘 살아 있다. DC의 '퍼스트 어벤저'.
6479,나는 전설이다,I Am Legend,2007,드라마 호러 액션 스릴러 SF,7.72,6.9,4977,3,프란시스로렌스,윌스미스,
269149,주토피아,Zootopia,2016,애니메이션 어드벤쳐 가족 코미디,9.36,7.7,4961,3.5,바이론하워드 리치무어,지니퍼굿윈 제이슨베이트먼 샤키라 알란터딕 이드리스엘바 jk시몬스, 현실의 문제를 더욱 또렷하게 드러내는 잘 만든 우화의 탄력.
329,쥬라기 공원,Jurassic Park,1993,어드벤쳐 SF,9.32,7.6,4956,4,스티븐스필버그,샘닐 로라던 제프골드브럼 리차드아텐보로,특수효과의 역사에 또렷이 남은 거대한 족적.
68726,퍼시픽 림,Pacific Rim,2013,액션 SF 어드벤쳐,7.66,6.7,4903,3.5,기예르모델토로,찰리허냄 론펄먼 이드리스엘바 찰리데이 키쿠치린코, 로봇이 바다로 성큼성큼 걸어들어갈 때의 두근거림.
75612,오블리비언,Oblivion,2013,액션 SF 어드벤쳐 미스터리,8.25,6.4,4862,3.5,조셉코신스키,톰크루즈 모건프리먼 올가쿠릴렌코, 잘 빠진 SF. 눈이 호사를 누리게 한다.
82693,실버라이닝 플레이북,Silver Linings Playbook,2012,드라마 코미디 로맨스,8.59,7,4840,3.5,데이비드o러셀,브래들리쿠퍼 제니퍼로렌스 로버트드니로 크리스터커, 제니퍼 로렌스의 동년배 최강연기. 브래들리 쿠퍼의 경력 최고연기.
59967,루퍼,Looper,2012,액션 스릴러 SF,8.01,6.6,4777,3.5,라이언존슨,조셉고든레빗 브루스윌리스 에밀리블런트, 샤말란이 만든 '터미네이터'를 보는 듯.
313369,라라랜드,La La Land,2016,코미디 드라마 음악 로맨스,8.6,7.9,4745,5,데이미언셔젤,엠마스톤 라이언고슬링," 달콤쌉싸름한 그 모든 감정에 화룡점정하는 마법 같은의 적막속에서""."""""""
211672,미니언즈,Minions,2015,가족 애니메이션 어드벤쳐 코미디,7.94,6.4,4729,2.5,카일발다 피에르꼬팽,산드라블록 존햄 피에르꼬팽 마이클키튼 앨리슨제니, 귀여운 캐릭터만으로는 부족할 수밖에.
37165,트루먼 쇼,The Truman Show,1998,코미디 드라마,9.36,7.8,4702,4,피터위어,짐캐리,
194662,버드맨,Birdman,2014,드라마 코미디,8.26,7.4,4657,4,알레한드로곤잘레스이냐리투,마이클키튼 에드워드노튼 엠마스톤 나오미왓츠, 끊어지기 직전의 외줄 위에서 펼치는 현란한 영화적 곡예.
102651,말레피센트,Maleficent,2014,판타지 어드벤쳐 액션 가족 로맨스,8.24,7,4607,2.5,로버트스트롬버그,안젤리나졸리 엘르패닝 샬토코플리 주노템플,
190859,아메리칸 스나이퍼,American Sniper,2014,전쟁 액션,8.7,7.4,4600,3,클린트이스트우드,브래들리쿠퍼 시에나밀러 제이크맥더맨 루크그림즈 카일갈너, 능란하지만 성찰없는 클린트 이스트우드의 영화를 대하는 당혹감.
13475,스타 트렉: 더 비기닝,Star Trek,2009,SF 액션 어드벤쳐,8.7,7.4,4574,3.5,J.J.에이브럼스,크리스파인 재커리퀸토,SF 순도 99%.
44214,블랙 스완,Black Swan,2010,드라마 스릴러,8.7,7.3,4562,4.5,대런아로노프스키,나탈리포트만 뱅상카셀 밀라쿠니스, 이다지도 야비한 걸작.
206647,007 스펙터,Spectre,2015,액션 어드벤쳐 범죄,7.02,6.3,4552,2.5,샘멘데스,다니엘크레이그 랄프파인즈 레아세이두 모니카벨루치 크리스토프왈츠 데이브바티스타, 007 시리즈와 가족영화의 부정교합.
1893,스타워즈: 에피소드 1 -  보이지 않는 위험,Star Wars: Episode I - The Phantom Menace,1999,어드벤쳐 액션 SF,7.95,6.4,4526,,조지루카스,리암니슨 이완맥그리거 나탈리포트만,
1124,프레스티지,The Prestige,2006,드라마 미스터리 스릴러,8.55,8,4510,3.5,크리스토퍼놀란,휴잭맨 크리스찬베일 마이클케인 스칼릿조핸슨, 흥미롭고 신비로운 반전.
2062,라따뚜이,Ratatouille,2007,애니메이션 코미디 가족 판타지,9.3,7.5,4510,3.5,브래드버드,패튼오스왈트 루로마노, 미각이 불러내는 최고의 플래시백 장면!
381288,23 아이덴티티,Split,2016,호러 스릴러,7.66,7,4461,3,m나이트샤말란,제임스맥어보이 안야테일러조이, 샤말란 영화의 힘은 언제나 (반전이나 효과가 아니라) 정서.
1422,디파티드,The Departed,2006,드라마 스릴러 범죄,7.73,7.9,4455,3.5,마틴스코세이지,레오나르도디카프리오 맷데이먼 잭니콜슨 마크월버그, 스콜세지의 서스펜스 직조술은 역시!
8681,테이큰,Taken,2008,액션 스릴러,9.21,7.2,4444,2.5,피에르모렐,리암니슨 매기그레이스,
424,쉰들러 리스트,Schindler's List,1993,드라마 역사 전쟁,9.39,8.3,4436,4,스티븐스필버그,리암니슨,
558,스파이더맨 2,Spider-Man 2,2004,액션 어드벤쳐 판타지,8.75,6.7,4432,4.5,샘레이미,토비맥과이어 커스틴던스트,
273248,헤이트풀8,The Hateful Eight,2015,범죄 드라마 미스터리 서부,8.46,7.6,4405,3.5,쿠엔틴타란티노,사무엘l잭슨 커트러셀 제니퍼제이슨리 월튼고긴스 데미안비쉬어 팀로스 마이클매드슨 브루스던 채닝테이텀," 미스터 블랙을 새롭게 데리고, 처음으로 화끈하게 되돌아간 타란티노."
244786,위플래쉬,Whiplash,2014,드라마,8.78,8.3,4376,5,데이미언셔젤,마일즈텔러 jk시몬스, J.K.시몬즈의 명연조차 이 영화의 탁월한 성취 중 일부
127380,도리를 찾아서,Finding Dory,2016,어드벤쳐 애니메이션 코미디 가족,8.52,6.8,4333,3.5,앤드류스탠튼,엘런드제너러스 다이안키튼 이드리스엘바 도미닉웨스트 케이틀린올슨 헤이든롤렌스 앨버트브룩스 에드오닐, 본능적인 가족애보다 약점을 서로 보완해주는 우정이 더 인상적.
280,터미네이터 2:오리지널,Terminator 2: Judgment Day,1991,액션 스릴러 SF,9.45,7.7,4274,4.5,제임스카메론,아놀드슈왈제네거,
808,슈렉,Shrek,2001,어드벤쳐 애니메이션 코미디 가족 판타지,8.9,7.3,4183,4,앤드류아담슨 비키젠슨,마이크마이어스 에디머피 카메론디아즈 존리스고,
36657,엑스맨,X-Men,2000,어드벤쳐 액션 SF,8.04,6.8,4172,4,브라이언싱어,패트릭스튜어트 휴잭맨 이안맥켈런 할리베리 팜케얀센 제임스마스던 브루스데이비슨 레베카로미즌 레이파크 타일러메인 안나파킨, 수퍼히어로 장르가 깊이를 갖추게 된 계기.
77,메멘토,Memento,2000,미스터리 스릴러,8.81,8.1,4168,4.5,크리스토퍼놀란,가이피어스 캐리앤모스 조판톨리아노,
497,그린 마일,The Green Mile,1999,판타지 드라마 범죄,9.18,8.2,4166,3.5,프랭크다라본트,톰행크스 데이빗모스 보니헌트 마이클클락던칸 제임스크롬웰 마이클제터 그레이엄b그린b 더그허치슨 샘록웰 배리페퍼 제프리드먼 패트리시아클락슨 해리딘스탠튼,
274870,패신저스,Passengers,2016,어드벤쳐 드라마 로맨스 SF,8.02,6.7,4134,,모튼틸덤,제니퍼로렌스 크리스프랫 마이클쉰,
1858,트랜스포머,Transformers,2007,어드벤쳐 SF 액션,8.85,6.6,4113,2.5,마이클베이,샤이아라보프 타이레스깁슨 조쉬더하멜 안소니앤더슨 메간폭스 레이첼테일러, 뭔가 계속 재미 있는 것을 보고 있는 것 같은 착각.
76170,더 울버린,The Wolverine,2013,액션 SF 어드벤쳐 판타지,6.11,6.3,4110,2,제임스맨골드,휴잭맨,
2080,엑스맨 탄생: 울버린,X-Men Origins: Wolverine,2009,어드벤쳐 액션 스릴러 SF,8.22,6.2,4086,2.5,개빈후드,휴잭맨,울버린에 대해 이미 알고 있는 것과 굳이 알 필요 없는 것.
393,킬 빌 - 2부,Kill Bill: Vol. 2,2004,액션 범죄 스릴러,7.59,7.7,4061,4.5,쿠엔틴타란티노,우마서먼 데이빗캐러딘,
228150,퓨리,Fury,2014,전쟁 드라마 액션,8.67,7.4,4028,3,데이비드에이어,브래드피트 로건레먼 샤이아라보프,
920,카,Cars,2006,애니메이션 어드벤쳐 코미디 가족,8.97,6.6,3991,3,존라세터 조랜트,오웬윌슨 폴뉴먼 보니헌트 마이클키튼,
18,제5원소,The Fifth Element,1997,어드벤쳐 판타지 액션 스릴러 SF,8.81,7.3,3962,3,뤽베송,브루스윌리스 밀라요보비치 게리올드만 이안홈,
425,아이스 에이지,Ice Age,2002,애니메이션 코미디 가족 어드벤쳐,8.58,7.1,3954,3.5,크리스웨지 카를로스살다나,레이로마노 존레귀자모 데니스리어리,
36557,007 카지노 로얄 ,Casino Royale,2006,어드벤쳐 액션 스릴러,8.09,7.3,3930,3.5,마틴캠벨,다니엘크레이그 에바그린,
640,캐치 미 이프 유 캔,Catch Me If You Can,2002,드라마 범죄,9.23,7.7,3917,3.5,스티븐스필버그,레오나르도디카프리오 톰행크스,
863,토이 스토리 2,Toy Story 2,1999,애니메이션 코미디 가족,9.26,7.3,3914,4,존라세터,톰행크스 팀알렌 조안쿠삭,
2048,"아이, 로봇","I, Robot",2004,액션 SF,8.78,6.7,3889,3,알렉스프로야스,윌스미스 브리짓모이나한 브루스그린우드 제임스크롬웰 치맥브라이드 샤이아라보프 알란터딕,
64682,위대한 개츠비,The Great Gatsby,2013,드라마 로맨스,8.4,7.3,3885,2.5,바즈루어만,레오나르도디카프리오 캐리멀리건 조엘에저튼 아일라피셔 토비맥과이어, 반짝인다고 모두 금은 아니다.
222935,"안녕,헤이즐",The Fault in Our Stars,2014,로맨스 드라마,8.61,7.6,3868,3,조쉬분,쉐일린우들리 안셀엘고트 냇울프 윌렘대포,
161,오션스 일레븐,Ocean's Eleven,2001,스릴러 범죄,7.99,7.2,3857,3.5,스티븐소더버그,조지클루니 앤디가르시아 브래드피트,
45243,행오버 2,The Hangover Part II,2011,코미디,6.92,6.2,3836,2.5,토드필립스,브래들리쿠퍼 에드헬름스 자흐갈리피아나키스 켄정 제이미정, 속편이라기보다는 전편의 재활용 영화.
64690,드라이브,Drive,2011,드라마 액션 스릴러 범죄,8.02,7.4,3832,4,니콜라스윈딩레픈,라이언고슬링 캐리멀리건, 능수능란한 변박(變拍)의 쾌감.
500,저수지의 개들,Reservoir Dogs,1992,범죄 스릴러,8.28,8.1,3821,4.5,쿠엔틴타란티노,하비케이틀 마이클매드슨 크리스펜 스티브부세미 로렌스티에니 에드워드번커 쿠엔틴타란티노 팀로스,
76203,노예 12년,12 Years a Slave,2013,드라마 역사,8.55,7.9,3787,4,스티브맥퀸,치웨텔에지오포 마이클패스벤더 베네딕트컴버배치 브래드피트, 사술을 부리지 않는 정공법의 묵직한 감동.
162,가위손,Edward Scissorhands,1990,판타지 드라마 로맨스,9.25,7.5,3731,4.5,팀버튼,조니뎁 위노나라이더 다이앤위스트 안소니마이클홀 케시베이커 로버트올리버리,팀 버튼의 작품세계를 단 한 편으로만 대변해야 한다면
8966,트와일라잇,Twilight,2008,어드벤쳐 판타지 드라마 로맨스,7.89,5.8,3688,2.5,캐서린하드윅,크리스틴스튜어트 로버트패틴슨, 젊고 얇다.
559,스파이더맨 3,Spider-Man 3,2007,판타지 액션 어드벤쳐,7.46,5.9,3687,2.5,샘레이미,토비맥과이어 커스틴던스트 제임스프랭코 토마스헤이든처치 토퍼그레이스 브라이스달라스하워드 로즈마리해리스 J.K.시몬스 제임스크롬웰,"블럭버스터의 탈을 쓴 성장영화, 멜로영화, 청춘영화."
87101,터미네이터 제니시스,Terminator Genisys,2015,SF 액션 스릴러 어드벤쳐,7.69,5.8,3677,2.5,앨런테일러,아놀드슈왈제네거 에밀리아클라크 제이코트니 제이슨클락 jk시몬스," 음, 이렇게 두 편이 더 나온다는 건데..."
637,인생은 아름다워,Life Is Beautiful,1997,코미디 드라마,9.41,8.3,3643,4,로베르토베니니,로베르토베니니 니콜레타브라스키,
2501,본 아이덴티티,The Bourne Identity,2002,액션 드라마 미스터리 스릴러,8.74,7.3,3640,3.5,더그라이만,맷데이먼 프란카포텐테 크리스쿠퍼 클라이브오웬 브라이언콕스 아데웰아킨누오예아바제, 기진맥진해진 스파이 액션 장르에 신선한 피를 수혈하다.
62211,몬스터 대학교,Monsters University,2013,애니메이션 가족,8.76,7,3622,3.5,댄스캔론,빌리크리스탈 존굿맨 스티브부세미,
36668,엑스맨 - 최후의 전쟁,X-Men: The Last Stand,2006,어드벤쳐 액션 SF 스릴러,7.48,6.3,3581,2.5,브렛래트너,휴잭맨 할리베리 이안맥켈런 팜케얀센 안나파킨 켈시그래머 레베카로미즌 제임스마스던 숀애쉬모어 아론스탠포드 비니존스 패트릭스튜어트,무능을 감추기 위한 물량공세.
141,도니 다코,Donnie Darko,2001,판타지 드라마 미스터리,7.34,7.7,3574,4,리차드켈리,제이크질렌할,
36658,엑스맨 2 - 엑스투,X2,2003,어드벤쳐 액션 SF 스릴러,8.24,6.8,3572,4.5,브라이언싱어,패트릭스튜어트 휴잭맨 이안맥켈런 할리베리 팜케얀센 제임스마스던 레베카로미즌 브라이언콕스 알란커밍 브루스데이비슨 숀애쉬모어 아론스탠포드 켈리후 안나파킨,엑스맨 시리즈의 이상.
68724,엘리시움,Elysium,2013,SF 액션 드라마 스릴러,7.24,6.4,3510,2.5,닐블롬캠프,맷데이먼 조디포스터 샬토코플리, 구멍 숭숭 상상력.
604,매트릭스 2 - 리로디드,The Matrix Reloaded,2003,어드벤쳐 액션 스릴러 SF,8.84,6.7,3500,2.5,릴리워쇼스키 라나워쇼스키,키아누리브스 로렌스피시번 캐리앤모스 휴고위빙 제이다핀켓스미스 글로리아포스터 해롤드페리뉴 모니카벨루치 해리레닉스 램버트윌슨 랜달덕김, 전편의 거대한 성공이 독이 된 경우.
812,알라딘,Aladdin,1992,애니메이션 가족 코미디 어드벤쳐 판타지 로맨스,9.35,7.4,3495,,존머스커 론클레멘츠,스콧와인거 로빈윌리엄스 린다라킨,
37799,소셜 네트워크,The Social Network,2010,드라마,7.83,7.1,3492,4.5,데이빗핀처,제시아이젠버그 앤드류가필드 저스틴팀버레이크 아미해머, 쥐락펴락 신공.
242582,나이트 크롤러,Nightcrawler,2014,범죄 드라마 스릴러,8.42,7.6,3475,4,댄길로이,제이크질렌할, 제이크 질렌할의 내내 섬뜩한 그 눈빛.
68734,아르고,Argo,2012,드라마 스릴러,8.2,7.1,3473,3.5,벤애플렉,벤애플렉 존굿맨,
17654,디스트릭트 9,District 9,2009,SF,8.98,7.3,3451,4,닐블롬캠프,샬토코플리 바네사헤이우드 제이슨코프 데이빗제임스,부족한 세기를 메워버리는 신인 감독의 강렬한 패기.
14,아메리칸 뷰티,American Beauty,1999,드라마,8.99,7.9,3438,4,샘멘데스,케빈스페이시 아네트베닝 도라버치 웨스벤틀리 미나수바리 피터갤러거 앨리슨제니," 장밋빛 꿈과 핏빛 현실, 안에서부터 무너지는 중산층의 꿈."
38757,라푼젤,Tangled,2010,애니메이션 가족,9.34,7.4,3419,4,네이슨그레노 바이론하워드,맨디무어 제커리레비, '아바타' 이후 최고의 3D 영화.
197,브레이브하트,Braveheart,1995,액션 드라마 역사 전쟁,9.27,7.7,3404,3,멜깁슨,멜깁슨 소피마르소 패트릭맥구한,
629,유주얼 서스펙트,The Usual Suspects,1995,드라마 범죄 스릴러,8.66,8.1,3334,4,브라이언싱어,스티븐볼드윈 가브리엘번,
602,인디펜던스 데이,Independence Day,1996,액션 어드벤쳐 SF,8.19,6.7,3334,1.5,롤랜드에머리히,윌스미스 빌풀만 제프골드브럼 매리맥도넬 주드허쉬 마가렛콜린 랜디퀘이드 로버트로지아 제임스레브혼 하비피어스타인,
953,마다가스카,Madagascar,2005,가족 애니메이션,7.24,6.6,3322,3,에릭다넬 톰맥그라스,벤스틸러 크리스록 데이빗쉼머 제이다핀켓스미스,
8358,캐스트 어웨이,Cast Away,2000,어드벤쳐 드라마,9.38,7.5,3304,4,로버트저메키스,톰행크스 헬렌헌트,
324786,핵소 고지,Hacksaw Ridge,2016,드라마 역사 전쟁,9.22,7.8,3294,2.5,멜깁슨,앤드류가필드 샘워싱턴 빈스본 루크브레이시 테레사팔머 휴고위빙, 양두구육. 내세우는 주제와 달리 하드고어적 표현에 도취되어 있다.
124905,고질라,Godzilla,2014,액션 SF 스릴러,6.67,6.1,3232,3,가렛에드워즈,애런존슨 브라이언크랜스톤 엘리자베스올슨, 괴수영화의 양감.
9502,쿵푸 팬더,Kung Fu Panda,2008,어드벤쳐 애니메이션 가족 코미디,9.02,6.9,3231,4,마크오스본 존스티븐슨,잭블랙 더스틴호프만 성룡 루시리우 안젤리나졸리 이안맥쉐인 데이빗크로스 세스로건,바닥까지 웃었다.
