id,title,subtitle,publication date,genres,naver rating,imdb rating,vote_count,critic_rating,director,actor,review
4247,무서운 영화,Scary Movie,2000,코미디,7.61,6,1468,2.5,키넌아이보리웨이언스,존아브라함스 릭더코먼 카르멘일렉트라 섀넌엘리자베스 안나페리스 커트풀러 레지나홀 로슬린먼로 체리오테리 데이브셔리단 말론웨이언스 숀웨이언스,
9836,해피 피트,Happy Feet,2006,애니메이션 코미디,8.64,5.9,1457,3,조지밀러,로빈윌리엄스 휴잭맨 일라이저우드 니콜키드먼 브리트니머피 휴고위빙,
72976,링컨,Lincoln,2012,역사 드라마,7.77,6.7,1456,4,스티븐스필버그,다니엘데이루이스 조셉고든레빗 토미리존스 샐리필드, 정치란 때로는 최악을 피하기 위한 차악의 모색.
1624,라이어 라이어,Liar Liar,1997,코미디,8.8,6.4,1456,3.5,톰새디악,짐캐리,
5876,미스트,The Mist,2007,SF 호러 스릴러,7.29,6.7,1438,4.5,프랭크다라본트,토마스제인 마샤게이하든 로리홀든 안드레브라우퍼 토비존스 윌리암새들러 제프리드먼 프란시스스턴하겐 알렉사다바로스 나단겜블, 10년이 지나도 이 영화의 결말은 또렷하게 떠오를 것 같다.
11631,맘마미아!,Mamma Mia!,2008,코미디 로맨스,8.43,6.4,1435,3,필리다로이드,메릴스트립 피어스브로스넌 콜린퍼스 스텔란스카스가드 아만다사이프리드," 평범한 연출이라 생각하는 순간, 노래에 장단 맞추고 있는 나."
14836,코렐라인: 비밀의 문,Coraline,2009,애니메이션 가족,9.14,7.3,1432,,헨리셀릭,다코타패닝 테리해처,
1452,수퍼맨 리턴즈,Superman Returns,2006,어드벤쳐 판타지 액션 SF,6.89,5.4,1429,3,브라이언싱어,브랜든루스 케이트보스워스 제임스마스던 프랭크란젤라 에바마리세인트 파커포시 칼펜 샘헌팅톤 케빈스페이시, 가장 종교적인 수퍼히어로 영화.
9532,데스티네이션,Final Destination,2000,호러,8.32,6.4,1416,3.5,황예유,데본사와 알리라터 커스미스,
8321,킬러들의 도시,In Bruges,2008,코미디 드라마 범죄,7.48,7.4,1414,4.5,마틴맥도나,콜린파렐 브렌단글리슨 랄프파인즈,범죄 스릴러에서 아이러니란 이렇게 활용하는 것.
1813,데블스 에드버킷,The Devil's Advocate,1997,드라마 호러 미스터리 스릴러,8.84,7.2,1414,3,테일러핵포드,키아누리브스 알파치노,
10009,브라더 베어,Brother Bear,2003,어드벤쳐 애니메이션 가족,8.76,6.9,1410,2.5,애론블레이즈 로버트워커,호아킨피닉스 제레미슈어레즈, 픽사 없는 디즈니 애니메이션의 활로는 어디에?
60308,머니볼,Moneyball,2011,드라마,8.36,7,1409,4.5,베넷밀러,브래드피트, 내가 본 최고의 야구(소재)영화.
454,로미오와 줄리엣,Romeo + Juliet,1996,드라마 로맨스,8.02,6.7,1406,4,바즈루어만,레오나르도디카프리오 클레어데인즈,팝아트적 감각으로 신선하게 되살려낸 셰익스피어의 고전.
8065,21,21,2008,드라마 범죄,8.03,6.5,1406,,로버트루케틱,짐스터게스 케이트보스워스 아론유 리자라피라 제이콥피츠 조시게드 샘골자리 로렌스피시번 케빈스페이시,
9522,웨딩 크래셔,Wedding Crashers,2005,코미디 로맨스,7.46,6.4,1406,2,데이빗돕킨,오웬윌슨 빈스본 크리스토퍼월켄,
298312,더 비지트,The Visit,2015,호러 스릴러,7.15,6,1405,3,m나이트샤말란,에드옥슨볼드 올리비아데종, (일단) 수렁에서 빠져나온 샤말란.
634,브리짓 존스의 일기,Bridget Jones's Diary,2001,코미디 로맨스 드라마,8.67,6.6,1397,3.5,샤론맥과이어,르네젤위거 콜린퍼스 휴그랜트,
16996,17 어게인,17 Again,2009,코미디,8.94,6.1,1388,,버스티어스,잭에프론 레슬리만 토마스레논 매튜페리 타일러스틸맨 앨리슨밀러 스털링나이트 미셸트라첸버그,
8078,에이리언 4,Alien: Resurrection,1997,SF 호러 액션,8,5.9,1388,3.5,장피에르주네,시고니위버 위노나라이더,
9928,로봇,Robots,2005,애니메이션 코미디 가족 SF,8.44,6,1383,,크리스웨지 카를로스살다나,이완맥그리거 할리베리,
251,사랑과 영혼,Ghost,1990,판타지 드라마 스릴러 미스터리 로맨스,9.24,6.9,1381,,제리주커,패트릭스웨이지 데미무어,
2770,아메리칸 파이 2,American Pie 2,2001,코미디 로맨스,7.99,6,1375,2,J.B.로저스,제이슨빅스 섀넌엘리자베스 앨리슨해니건 크리스클라인 토마스이안니콜라스 나타샤리온 타라레이드 숀윌리엄스코트 미나수바리,
3021,1408,1408,2007,호러 스릴러,7.74,6.5,1372,3.5,미카엘하프스트롬,존쿠삭 사무엘l잭슨, 평범한 공간을 영화적으로 확장하는 법.
11322,퍼블릭 에너미,Public Enemies,2009,역사 범죄 드라마,7.53,6.5,1371,4,마이클만,크리스찬베일 조니뎁, 세상에서 가장 쿨한 것 중 하나는 마이클 만의 범죄 영화.
9398,쥬랜더,Zoolander,2001,코미디,7.13,6.1,1363,,벤스틸러,벤스틸러 오웬윌슨 윌페렐 크리스틴타일러 밀라요보비치 제리스틸러,
1991,데쓰 프루프,Death Proof,2007,액션 스릴러,7.2,6.7,1359,4,쿠엔틴타란티노,커트러셀, 'The End'가 뜨면 나도 모르게 박수를 치게 된다.
186,럭키 넘버 슬레븐,Lucky Number Slevin,2006,드라마 스릴러 범죄 미스터리,8.21,7.4,1356,,폴맥기건,조쉬하트넷 모건프리먼 벤킹슬리 루시리우 스탠리투치 브루스윌리스,
4133,블로우,Blow,2001,범죄 드라마,8.21,7.4,1352,,테드데미,조니뎁 페넬로페크루즈,
2268,황금나침반,The Golden Compass,2007,어드벤쳐 판타지,6.25,5.8,1347,,크리스웨이츠,다니엘크레이그 니콜키드먼 에바그린 다코타블루리차드,
524,카지노,Casino,1995,드라마 범죄,8.76,7.8,1343,4.5,마틴스코세이지,로버트드니로 샤론스톤 조페시,
2118,LA 컨피덴셜,L.A. Confidential,1997,범죄 드라마 미스터리 스릴러,8.86,7.7,1340,4.5,커티스핸슨,케빈스페이시 러셀크로우 가이피어스 제임스크롬웰 데이빗스트라탄 킴베이싱어 대니드비토,
254320,더 랍스터,The Lobster,2015,스릴러 코미디 드라마 로맨스 SF,7.89,6.7,1340,4,요르고스란티모스,레이첼와이즈 콜린파렐 레아세이두, 사랑은 시스템과 충돌한다는 것. 광장에서든 밀실에서든.
686,콘택트,Contact,1997,드라마 SF 미스터리,9.23,7.2,1338,3.5,로버트저메키스,조디포스터 매튜맥커너히,
2300,스페이스 잼,Space Jam,1996,애니메이션 코미디 드라마 가족 판타지,8.66,6.5,1335,2,조핏카,마이클조던,스페이스 노잼
181886,에너미,Enemy,2013,스릴러 미스터리,7.26,6.7,1326,3,드니빌뇌브,제이크질렌할 멜라니로랑 사라가돈,
8916,개미,Antz,1998,어드벤쳐 애니메이션 코미디 가족,8.14,6,1320,3,에릭다넬 팀존슨 로렌스구터먼,우디앨런 샤론스톤,
9428,로얄 테넌바움,The Royal Tenenbaums,2001,코미디 드라마,7.99,7.4,1317,4,웨스앤더슨,진핵크만 안젤리카휴스턴 벤스틸러 기네스팰트로 루크윌슨 오웬윌슨 빌머레이 대니글로버 세이무어카셀 쿠마르팔라나,
509,노팅 힐,Notting Hill,1999,로맨스 코미디 드라마,9.1,7,1309,4,로저미첼,줄리아로버츠 휴그랜트,
7737,레지던트 이블 3 - 인류의 멸망,Resident Evil: Extinction,2007,호러 액션 SF,7.46,6.1,1308,,러셀멀케이,밀라요보비치,
4547,패닉 룸,Panic Room,2002,범죄 드라마 스릴러,7.65,6.6,1303,3.5,데이빗핀처,조디포스터 포레스트휘태커 드와이트요아캄 자레드레토, 한정된 공간의 알뜰한 활용.
22971,디어 존,Dear John,2010,드라마 로맨스 전쟁,6.82,6.6,1302,2,라세할스트롬,채닝테이텀 아만다사이프리드," 물에 술 탄 듯, 술에 물 탄 듯."
21208,오펀: 천사의 비밀,Orphan,2009,호러 스릴러 미스터리,8.39,6.7,1296,2.5,자움콜렛세라,베라파미가 피터사스가드 이사벨퍼만,
9740,한니발,Hannibal,2001,범죄 드라마 스릴러 호러,7.65,6.4,1296,2.5,리들리스콧,안소니홉킨스 줄리안무어,
1701,콘 에어,Con Air,1997,액션 스릴러 범죄,9.1,6.5,1289,3,사이먼웨스트,니콜라스케이지 존쿠삭 존말코비치,
48138,언노운,Unknown,2011,액션 미스터리 스릴러,7.72,6.5,1288,,자움콜렛세라,리암니슨,
215,쏘우 2,Saw II,2005,호러,8.28,6.3,1288,2.5,대런린보우즈만,토빈벨 쇼니스미스 도니월버그 에릭넉슨 프랭키g,
16320,세레니티,Serenity,2005,SF 액션 어드벤쳐 스릴러,7.83,7.4,1287,,조스웨던,나단필리온 지나토레스,
1577,레지던트 이블 2,Resident Evil: Apocalypse,2004,호러 액션 SF,8.04,6.1,1286,2,알렉산더윗,밀라요보비치 시에나길로리 오데드페르 토마스크레취만 소피바바서 샌드린홀트 아도티라자크 자레드해리스 마이크엡스,
198277,비긴 어게인,Begin Again,2013,코미디 음악 로맨스 드라마,9.03,7.3,1285,3,존카니,키이라나이틀리 마크러팔로 헤일리스테인펠드 애덤리바인, 따스하고 감미로운 기성품. 주인공들의 태도와 영화 자체의 태도가 서로 충돌한다.
50456,한나,Hanna,2011,액션 스릴러 어드벤쳐,6.14,6.5,1284,3,조라이트,시얼샤로넌 에릭바나 케이트블란쳇," 그러니까, 굳이 액션영화일 필요는 없었던 성장영화."
76640,라스트 스탠드,The Last Stand,2013,액션 범죄 스릴러,7.79,5.7,1282,3,김지운,아놀드슈왈제네거 포레스트휘태커 조니녹스빌 로드리고산토로 제이미알렉산더, 액션과 유머가 소소한 즐거움을 준다.
4553,머시니스트,The Machinist,2004,스릴러 드라마,8.01,7.3,1280,,브래드앤더슨,크리스찬베일 제니퍼제이슨리 아이타나산체스지욘 존샤리언,
36648,블레이드 3,Blade: Trinity,2004,SF 액션 호러 스릴러 어드벤쳐 판타지,6.59,5.7,1276,,데이빗S.고이어,웨슬리스나입스,
40805,그린 호넷,The Green Hornet,2011,액션 범죄 코미디,6.67,5.5,1274,1.5,미셸공드리,세스로건 주걸륜 크리스토프왈츠 카메론디아즈, 이렇게까지 매력없는 수퍼히어로 캐릭터도 드물 듯.
1907,비치,The Beach,2000,드라마 어드벤쳐 로맨스 스릴러,7.95,6.3,1271,2.5,대니보일,레오나르도디카프리오 다니엘요크 퍼처러원파타러키자논 비에르지니르도엔 기욤까네 로버트칼라일,
866,네버랜드를 찾아서,Finding Neverland,2004,드라마,8.75,7.2,1269,3,마크포스터,조니뎁 케이트윈슬렛 줄리크리스티 라다미첼 더스틴호프만,
345,아이즈 와이드 셧,Eyes Wide Shut,1999,미스터리 드라마,7.98,7.1,1266,4.5,스탠리큐브릭,톰크루즈 니콜키드먼,
1581,로맨틱 홀리데이,The Holiday,2006,코미디 로맨스,8.68,6.7,1259,3,낸시마이어스,카메론디아즈 케이트윈슬렛 주드로 잭블랙,
10865,아틀란티스 - 잃어버린 제국,Atlantis: The Lost Empire,2001,애니메이션 가족 어드벤쳐 SF,8.37,6.7,1257,,게리트러스데일 커크와이즈,마이클J.폭스 코리버튼,
4964,사고친 후에,Knocked Up,2007,코미디 로맨스 드라마,7.62,6.2,1255,3,주드아패토우,세스로건 캐서린헤이글 폴러드 레슬리만,
2109,러시 아워,Rush Hour,1998,액션 코미디 범죄 스릴러,8.76,6.8,1254,3,브렛래트너,성룡 크리스터커,
4327,미녀 삼총사,Charlie's Angels,2000,액션 어드벤쳐 코미디 범죄 스릴러,7.46,5.6,1253,3,맥지,카메론디아즈 드류베리모어 루시리우,
1579,아포칼립토,Apocalypto,2006,액션 어드벤쳐 드라마 스릴러,8.62,7.3,1252,3.5,멜깁슨,루디영블러드 모리스버드옐로우헤드,
4944,번 애프터 리딩,Burn After Reading,2008,코미디 드라마,6.47,6.5,1251,3.5,조엘코엔 에단코엔,조지클루니 프란시스맥도맨드 존말코비치 틸다스윈튼 리차드젠킨스 브래드피트,
5503,도망자,The Fugitive,1993,어드벤쳐 액션 스릴러 범죄 미스터리,9.15,7.2,1240,3.5,앤드루데이비스,해리슨포드 토미리존스,
34851,프레데터스,Predators,2010,액션 SF 어드벤쳐 스릴러,6.32,6,1231,2,님로드앤탈,애드리언브로디 앨리스브라가, 다음 속편엔 '프레데터' 뒤에 어떤 말이 붙는다고 해도.
2270,스타더스트,Stardust,2007,어드벤쳐 판타지 로맨스 가족,8.81,7.2,1215,,매튜본,찰리콕스 클레어데인즈 미셸파이퍼 로버트드니로 시에나밀러,
1272,선샤인,Sunshine,2007,SF 스릴러,7.57,7,1210,3.5,대니보일,로즈번 클리프커티스 크리스에반스 트로이가리티 킬리언머피 사나다히로유키 마크스트롱 베네딕트웡 양자경, 걸작이 될 뻔했다.
5559,꿀벌 대소동,Bee Movie,2007,가족 애니메이션 어드벤쳐 코미디,8.06,5.7,1208,,스티브히크너 사이몬J.스미스,제리사인펠트 르네젤위거,
10483,데스 레이스,Death Race,2008,액션 스릴러 SF,8.59,6,1205,,폴앤더슨,제이슨스타뎀 타이레스깁슨,
96936,블링 링,The Bling Ring,2013,드라마 범죄,5.37,5.3,1205,2,소피아코폴라,엠마왓슨 레슬리만 타이사파미가 케이티창 이스라엘브로우사드, 움켜쥐지 못하는 손아귀에서 미끄러져 떨어진 소재.
212778,아메리칸 셰프,Chef,2014,코미디,8.76,7.2,1203,3,존파브로,소피아베르가라 존파브로 엠제이안소니 스칼릿조핸슨 더스틴호프만 로버트다우니주니어,
41513,개구쟁이 스머프,The Smurfs,2011,애니메이션 가족 어드벤쳐 코미디 판타지,8.53,5.5,1201,1.5,라자고스넬,닐패트릭해리스 소피아베르가라,
2253,작전명 발키리,Valkyrie,2008,드라마 스릴러 역사 전쟁,8.16,6.7,1195,3.5,브라이언싱어,톰크루즈, '선수'가 만든 서스펜스.
710,007 골든 아이,GoldenEye,1995,어드벤쳐 액션 스릴러,8.11,6.6,1194,2.5,마틴캠벨,피어스브로스넌,
9870,사랑이 어떻게 변하니?,Forgetting Sarah Marshall,2008,코미디 로맨스 드라마,8.01,6.4,1194,,니콜라스스톨러,제이슨세걸 크리스틴벨,
2698,에반 올마이티,Evan Almighty,2007,판타지 코미디 가족,7.97,5.3,1194,3,톰새디악,스티브카렐 모건프리먼, 아기자기한 재미를 집어삼킨 거대한 이야기.
44048,언스토퍼블,Unstoppable,2010,액션 스릴러,8.12,6.3,1193,,토니스콧,덴젤워싱턴 크리스파인,
7443,치킨 런,Chicken Run,2000,애니메이션 코미디 가족,8.68,6.5,1190,3.5,피터로드 닉파크,멜깁슨 줄리아사왈라 미란다리차드슨 필다니엘스 린퍼거슨 토니헤이가스 제인호록스 티모시스폴 이멜다스턴톤 벤자민휘트로,
115782,잡스,Jobs,2013,드라마 역사,7.28,6,1183,2,조슈아마이클스턴,애쉬튼커쳐 조시게드 더모트멀로니 매튜모딘,
320,인썸니아,Insomnia,2002,범죄 미스터리 스릴러,8.03,6.8,1181,3.5,크리스토퍼놀란,알파치노 로빈윌리엄스 힐러리스웽크,
9366,도니 브래스코,Donnie Brasco,1997,범죄 드라마 스릴러,9.05,7.4,1175,4,마이크뉴웰,알파치노 조니뎁,
297,조 블랙의 사랑,Meet Joe Black,1998,판타지 드라마 미스터리,9.06,6.9,1174,3,마틴브레스트,브래드피트 안소니홉킨스 클레어폴라니,
1640,크래쉬,Crash,2004,드라마,8.27,7.2,1172,3.5,폴해기스,산드라블록 브렌든프레이저 돈치들 제니퍼에스포지토 맷딜런 라이언필립 테렌스하워드 탠디뉴튼 루다크리스 라렌즈테이트 샤운토웁 마이클페나,
1948,아드레날린 24,Crank,2006,액션 스릴러 범죄,7.38,6.6,1172,,마크네빌딘 브라이언테일러,제이슨스타뎀 에이미스마트,
10189,파인애플 익스프레스,Pineapple Express,2008,액션 코미디,7.18,6.6,1169,,데이빗고든그린,세스로건 제임스프랭코,
8273,아메리칸 파이 3 - 아메리칸 웨딩,American Wedding,2003,코미디 로맨스,7.44,6,1158,2,제스딜런,제이슨빅스 몰리치크 앨리슨해니건 재뉴어리존스 토마스이안니콜라스 숀윌리엄스코트 에디케이토마스 프레드윌러드 유진레비,재기는 사라지고 엽기만 남았다.
3580,체인질링,Changeling,2008,범죄 드라마 미스터리,9.17,7.3,1151,3.5,클린트이스트우드,안젤리나졸리 존말코비치," 이스트우드 감독님, 그저 만수무강 하시기를."
134,오 형제여 어디 있는가,"O Brother, Where Art Thou?",2000,액션 어드벤쳐 코미디,8.29,7.3,1144,3.5,조엘코엔,조지클루니 존터투로 팀블레이크넬슨,
9533,레드 드래곤,Red Dragon,2002,범죄 스릴러 호러,8.52,6.7,1142,2.5,브렛래트너,안소니홉킨스 에드워드노튼,
7350,버킷리스트: 죽기 전에 꼭 하고 싶은 것들,The Bucket List,2007,드라마 코미디,9.1,7,1138,,로브라이너,잭니콜슨 모건프리먼,
36955,트루 라이즈,True Lies,1994,액션 스릴러,8.87,6.8,1138,3.5,제임스카메론,아놀드슈왈제네거 제이미리커티스,
17979,크리스마스 캐롤,A Christmas Carol,2009,애니메이션 드라마,8.22,6.6,1137,2.5,로버트저메키스,짐캐리 콜린퍼스 게리올드만 로빈라이트, 할로윈데이에 더 잘 어울릴 크리스마스 영화.
116,매치 포인트,Match Point,2005,드라마 스릴러 범죄 로맨스,7.98,7.2,1134,3.5,우디앨런,조나단리스마이어스 스칼릿조핸슨 브라이언콕스 매튜구드 에밀리모티머 페네로프윌튼, 재담 대신 탄식을 남긴 우디 앨런.
33,용서받지 못한 자,Unforgiven,1992,서부,9.1,7.7,1133,4.5,클린트이스트우드,클린트이스트우드 진핵크만 모건프리먼,
2024,패트리어트 - 늪 속의 여우,The Patriot,2000,드라마 역사 전쟁 액션,8.86,6.8,1130,1.5,롤랜드에머리히,멜깁슨,
9273,에이스 벤츄라 2,Ace Ventura: When Nature Calls,1995,범죄 코미디 어드벤쳐,8.31,6.1,1128,,스티브오데커크,짐캐리,
284293,스틸 앨리스,Still Alice,2014,드라마,8.52,7.5,1126,3,리처드글랫저 워시웨스트모어랜드,크리스틴스튜어트 줄리안무어 케이트보스워스 알렉볼드윈, 축! 오스카 수상. 그러나 줄리언 무어는 늦어도 2003년엔 받았어야 했다.
160588,블루 재스민,Blue Jasmine,2013,코미디 드라마,8.5,7,1126,4.5,우디앨런,케이트블란쳇 알렉볼드윈 샐리호킨스 바비카나베일, 재스민의 독백. 앨런의 냉소. 관객의 탄식. 세상의 침묵.
492,존 말코비치 되기,Being John Malkovich,1999,판타지 드라마 코미디,8.45,7.3,1124,4,스파이크존즈,존쿠삭 카메론디아즈 캐서린키너 오슨빈 메리케이플레이스,
36669,007 어나더 데이,Die Another Day,2002,어드벤쳐 액션 스릴러,5.8,5.8,1112,2.5,리타마호리,피어스브로스넌,
13387,트랜스포터 - 라스트 미션,Transporter 3,2008,액션 어드벤쳐 스릴러 범죄,7.57,5.9,1110,,올리비에메가턴,제이슨스타뎀 나탈리아루다코바,
1992,플래닛 테러,Planet Terror,2007,호러 액션 스릴러,7.59,6.5,1109,4,로버트로드리게즈,로즈맥고완 프레디로드리게스, 이토록 짜릿한 분탕질이라니!
214,쏘우 3,Saw III,2006,호러 스릴러 범죄,6.62,6.1,1104,,대런린보우즈만,토빈벨 쇼니스미스 앵거스맥페이든 바하수멕,
431,큐브,Cube,1997,스릴러 SF 미스터리,8.73,6.9,1101,3,빈센조나탈리,니콜드보아 니키과다그니,
7980,러블리 본즈,The Lovely Bones,2009,판타지 드라마,6.77,6.6,1101,3,피터잭슨,마크월버그 레이첼와이즈 시얼샤로넌, 이토록 아름답고 처연한 실패작이라니.
6947,빌리지,The Village,2004,드라마 미스터리 스릴러,7.29,6.2,1101,,M.나이트샤말란,브라이스달라스하워드 호아킨피닉스 애드리언브로디 윌리엄허트 시고니위버 브렌단글리슨,
1903,바닐라 스카이,Vanilla Sky,2001,드라마 미스터리 로맨스 SF 스릴러,8.85,6.5,1100,2.5,카메론크로우,톰크루즈 페넬로페크루즈 카메론디아즈 커트러셀,
588,사일런트 힐,Silent Hill,2006,호러 미스터리,7.72,6.3,1093,,크리스토프갱스,라다미첼 로리홀든 숀빈 데보라웅거,
9762,스텝 업,Step Up,2006,음악 드라마 로맨스 범죄,8.74,6.7,1092,2.5,앤플레쳐,채닝테이텀 제나드완,
2832,아이덴티티,Identity,2003,미스터리 스릴러,9.07,7.1,1090,3,제임스맨골드,존쿠삭 레이리오타 아만다피트," 강력한 반전, 텅 빈 영화."
2667,블레어 윗치,The Blair Witch Project,1999,호러 미스터리,6.42,6.3,1090,3,다니엘미릭 에두아르도산체스,헤더도나휴 조슈아레오나드 마이클C.윌리암스,
1817,폰 부스,Phone Booth,2002,스릴러 드라마,8.48,6.7,1087,3,조엘슈마허,콜린파렐 포레스트휘태커 키퍼서덜랜드,
1700,미져리,Misery,1990,드라마 스릴러,9.02,7.6,1085,,로브라이너,제임스칸 캐시베이츠,
12133,스텝 브라더스,Step Brothers,2008,코미디,7.62,6.5,1084,,아담맥케이,윌페렐 존C.라일리,
1164,바벨,Babel,2006,드라마,6.74,6.9,1083,3.5,알레한드로곤잘레스이냐리투,브래드피트 케이트블란쳇,
5175,러시 아워 2,Rush Hour 2,2001,액션 코미디 범죄 스릴러,8.73,6.4,1078,2.5,브렛래트너,크리스터커 성룡,
328425,더 기프트,The Gift,2015,스릴러 미스터리,7.67,6.7,1077,3.5,조엘에저튼,조엘에저튼 제이슨베이트먼 레베카홀, '올드보이'를 지탱했던 모티브들의 흥미로운 변용.
4347,어톤먼트,Atonement,2007,드라마 로맨스,8.48,7.4,1075,4,조라이트,키이라나이틀리 제임스맥어보이, 우아하면서도 감각적인 연출.
74643,아티스트,The Artist,2011,드라마 코미디 로맨스,8.73,7.3,1075,3.5,미셀하자나비시우스,존굿맨 장뒤자르댕 베레니스베조 제임스크롬웰, 말을 하지 못하면 감정은 더 절실해진다.
11665,겟 스마트,Get Smart,2008,액션 코미디 스릴러,7.74,6,1072,,피터시걸,스티브카렐 앤해서웨이,
1542,"뛰는 백수, 나는 건달",Office Space,1999,코미디 범죄,7.05,7.4,1068,,마이크저지,론리빙스턴 제니퍼애니스톤 스티븐루트 게리콜 존C.맥긴리 데이빗허만 아제이나이두,
9880,프린세스 다이어리,The Princess Diaries,2001,코미디 가족 로맨스,8.04,6.5,1063,3,게리마샬,앤해서웨이 헤더마타라조 헥터엘리존도 맨디무어 캐롤라인구덜 로버트슈왈츠먼 에릭본데튼 줄리앤드류스,
5038,내 남자의 아내도 좋아,Vicky Cristina Barcelona,2008,드라마 로맨스,7.72,6.7,1050,,우디앨런,하비에르바르뎀 페넬로페크루즈 스칼릿조핸슨 패트리시아클락슨 케빈던 레베카홀 크리스메시나,
10947,하이 스쿨 뮤지컬,High School Musical,2006,코미디 드라마 가족 음악 TV 영화,8.71,6.1,1048,,케니오르테가,잭에프론 바네사허진스,
9358,데스티네이션 2,Final Destination 2,2003,호러 미스터리,7.55,5.9,1046,2.5,데이빗R.엘리스,알리라터 A.J.쿡 마이클랜디스 테렌스카슨 조나단체리 키건코너트레이시,
3594,넘버 23,The Number 23,2007,스릴러 드라마 미스터리,6.71,6.3,1045,1.5,조엘슈마허,짐캐리 버지니아매드슨,아이디어 하나만으로 스릴러를 만들면 이렇게 된다.
8839,꼬마 유령 캐스퍼,Casper,1995,판타지 코미디 가족,8.51,6,1045,3,브래드실버링,크리스티나리치 빌풀만 캐시모리어티 에릭아이들 조니포트,
32856,발렌타인 데이,Valentine's Day,2010,코미디 로맨스,7.08,5.7,1043,3,게리마샬,제시카알바 캐시베이츠 제시카비엘 브래들리쿠퍼 에릭b데인b 패트릭뎀시 헥터엘리존도 제이미폭스 제니퍼가너 토퍼그레이스 앤해서웨이 애쉬튼커쳐 퀸라티파 테일러로트너 조지로페즈 셜리맥클레인 엠마로버츠 줄리아로버츠 테일러스위프트," 진부한 기획, 진부하지 않은 에피소드."
8487,와일드 와일드 웨스트,Wild Wild West,1999,액션 어드벤쳐 코미디 SF 서부,7.25,5.1,1042,1.5,배리소넨펠드,윌스미스 케빈클라인 케네스브래너 셀마헤이엑,
8271,디스터비아,Disturbia,2007,스릴러 드라마 미스터리,7.95,6.6,1038,3,dj카루소,샤이아라보프 데이빗모스 사라로머 비올라데이비스 캐리앤모스, 평범한 스릴러에 생기를 불어넣은 청춘영화의 활력.
13027,이글 아이,Eagle Eye,2008,미스터리 스릴러 액션,7.98,6.3,1038,,D.J.카루소,샤이아라보프 미셸모나한,
4771,"가라, 아이야, 가라",Gone Baby Gone,2007,범죄 드라마 미스터리,7.72,7.2,1034,,벤애플렉,케이시애플렉 미셸모나한 모건프리먼 에드해리스,
9732,라이온 킹 2,The Lion King 2: Simba's Pride,1998,애니메이션 가족 어드벤쳐,8.51,6.7,1034,,다렐루니 롭라듀카,매튜브로데릭 모이라켈리,
817,오스틴 파워,Austin Powers: The Spy Who Shagged Me,1999,어드벤쳐 코미디 범죄 SF,7.62,6.1,1034,3.5,제이로치,마이크마이어스,
12163,더 레슬러,The Wrestler,2008,드라마 로맨스,8.69,7.3,1031,3,대런아로노프스키,미키루크 마리사토메이 에반레이첼우드, 뒤도 안 돌아보고 울리는 스포츠 신파.
9392,디센트,The Descent,2005,어드벤쳐 호러,7.18,6.9,1029,4,닐마샬,슈어나맥도널드 나탈리잭슨멘도자 알렉스레이드 사스키아멀더 노라제인눈 미안나버링 올리버밀번,호러는 만든 이의 실력 차이가 가장 두드러지는 장르.
258230,몬스터 콜,A Monster Calls,2016,드라마 판타지,8.56,6.8,1023,4,후안안토니오바요나,펠리시티존스 리암니슨 시고니위버 루이스맥더겔, 가려진 환부를 찾아내 정확히 위무하는 힐링 시네마. 이야기는 이야기되어야 한다.
3981,왓 위민 원트,What Women Want,2000,코미디 로맨스,8.5,6.1,1021,3.5,낸시마이어스,멜깁슨 헬렌헌트,
9800,필라델피아,Philadelphia,1993,드라마,8.42,7.6,1019,3.5,조나단드미,톰행크스 덴젤워싱턴,
9739,데몰리션 맨,Demolition Man,1993,범죄 액션 SF,8.36,6.4,1018,2.5,마르코브람빌라,실베스터스탤론 웨슬리스나입스,
9804,워터월드,Waterworld,1995,어드벤쳐 액션,8.39,5.9,1017,,케빈레이놀즈,케빈코스트너 진트리플혼 데니스호퍼 티나마조리노,
109491,뷰티풀 크리처스,Beautiful Creatures,2013,판타지 드라마 로맨스,7.9,5.6,1017,,리처드라그라브네스,앨리스잉글러트 엠마톰슨 제레미아이언스 에미로섬 엘든이렌리치,
57212,워 호스,War Horse,2011,드라마 전쟁,8.37,7,1016,3.5,스티븐스필버그,베네딕트컴버배치 톰히들스턴 제레미어바인, 전쟁을 소재로 삼고도 동화를 뽑아내는 스필버그.
339988,더 서클,The Circle,2017,드라마 스릴러 SF,6.9,5.4,1015,,제임스폰솔트,엠마왓슨 톰행크스,
258480,캐롤,Carol,2015,로맨스 드라마,8.59,7.3,1014,5,토드헤인즈,케이트블란쳇 루니마라 카일챈들러, 멜로드라마의 역사가 장르에 내린 햇살같은 축복.
6557,27번의 결혼 리허설,27 Dresses,2008,코미디 로맨스,7.19,6.1,1013,,앤플레쳐,캐서린헤이글 제임스마스던,
6023,P.S 아이 러브 유,P.S. I Love You,2007,드라마 로맨스,8.37,7,1011,2,리처드라그라브네스,힐러리스웽크 제라드버틀러,
7555,람보 4: 라스트 블러드,Rambo,2008,액션 스릴러,8.04,6.4,1009,,실베스터스탤론,실베스터스탤론,
1586,시크릿 윈도우,Secret Window,2004,스릴러 미스터리,6.95,6.4,1007,2,데이빗코엡,조니뎁,
10719,엘프,Elf,2003,코미디 가족 판타지,8.78,6.4,1007,,존파브로,윌페렐 제임스칸,
